rdtimestamp,soiltemp,soilhum,airtemp,airhum
1717952400,22.54,41.64,25.6,65.0
1717953300,22.5,36.6,25.43,66.0
1717954200,22.32,41.93,25.15,66.25
1717955100,22.32,38.38,24.85,66.88
1717956000,22.09,39.35,24.55,68.5
1717956900,22.07,38.56,24.33,71.88
1717957800,21.86,39.28,24.15,75.25
1717958700,21.92,38.63,24.1,77.75
1717959600,21.79,39.38,24.05,79.25
1717960500,21.87,38.72,23.95,79.5
1717961400,21.75,39.29,24.0,78.75
1717962300,21.81,38.43,23.83,81.25
1717963200,21.73,39.25,23.75,83.75
1717964100,21.78,38.64,23.58,84.25
1717965000,21.68,39.27,23.4,84.5
1717965900,21.7,38.63,23.3,84.5
1717966800,21.58,39.05,23.25,83.75
1717967700,21.61,39.55,23.18,84.25
1717968600,21.49,39.2,23.1,84.5
1717969500,21.53,38.69,23.1,84.0
1717970400,21.41,39.36,23.05,83.25
1717971300,21.46,38.63,22.98,84.0
1717972200,21.36,39.14,22.9,85.25
1717973100,21.42,38.66,22.8,86.75
1717974000,21.34,39.37,22.75,87.25
1717974900,21.46,37.79,22.63,87.88
1717975800,21.22,40.01,22.5,88.25
1717976700,21.37,37.89,22.38,89.0
1717977600,21.15,39.49,22.3,89.0
1717978500,21.31,37.91,22.33,89.13
1717979400,21.1,40.51,22.3,87.5
1717980300,20.57,45.0,20.4,87.5
1717981200,17.54,59.9,,
1717982100,18.39,59.1,17.78,98.38
1717983000,18.36,63.76,17.85,99.25
1717983900,18.77,58.19,17.87,99.67
1717984800,17.98,69.84,17.55,99.75
1717985700,18.19,64.22,17.68,100.0
1717986600,18.22,70.96,17.7,100.0
1717987500,18.47,63.37,17.75,100.0
1717988400,18.43,67.56,17.75,100.0
1717989300,18.59,62.92,17.7,100.0
1717990200,18.53,67.19,17.75,100.0
1717991100,18.59,64.68,17.65,100.0
1717992000,18.58,65.5,17.65,100.0
1717992900,18.59,64.34,17.53,100.0
1717993800,18.56,65.3,17.45,100.0
1717994700,18.58,64.11,17.5,100.0
1717995600,18.7,63.72,17.8,100.0
1717996500,18.75,66.05,18.1,100.0
1717997400,18.96,63.6,18.25,100.0
1717998300,18.9,65.62,18.35,99.25
1717999200,19.14,61.81,18.8,98.5
1718000100,19.06,67.03,19.4,97.5
1718001000,19.51,64.85,20.0,96.0
1718001900,19.62,63.48,20.6,95.63
1718002800,20.06,65.07,21.3,94.0
1718003700,20.22,63.41,21.8,92.38
1718004600,20.6,64.62,22.25,86.5
1718005500,20.77,63.26,22.73,84.5
1718006400,21.08,64.39,23.25,82.75
1718007300,21.27,62.72,23.65,81.88
1718008200,21.65,63.14,24.05,79.5
1718009100,21.85,62.52,24.53,74.75
1718010000,22.13,62.45,24.85,72.25
1718010900,22.23,61.64,25.3,73.13
1718011800,22.44,61.37,25.65,69.75
1718012700,22.52,61.3,26.0,68.25
1718013600,22.89,58.61,26.15,66.5
1718014500,22.17,63.81,26.45,66.63
1718015400,22.67,60.36,26.65,66.0
1718016300,22.69,60.34,26.8,64.0
1718017200,22.73,60.09,26.9,61.25
1718018100,22.57,60.29,27.28,63.25
1718019000,22.89,57.7,27.7,63.75
1718019900,22.53,61.31,27.93,62.75
1718020800,22.81,61.62,28.25,63.25
1718021700,22.91,60.94,28.28,61.5
1718022600,23.57,56.85,28.35,61.75
1718023500,23.44,60.78,28.88,59.25
1718024400,24.22,56.71,29.2,60.75
1718025300,24.08,60.85,29.53,55.0
1718026200,24.01,56.68,28.75,60.25
1718027100,23.68,60.93,29.03,57.5
1718028000,24.28,56.06,29.65,56.5
1718028900,23.83,60.42,28.85,61.63
1718029800,23.91,56.11,28.4,59.0
1718030700,23.28,60.27,27.9,58.38
1718031600,23.32,55.9,27.45,61.75
1718032500,23.09,60.12,28.2,59.63
1718033400,23.46,55.59,28.45,59.0
1718034300,23.18,59.77,28.4,60.5
1718035200,23.25,55.24,27.75,59.25
1718036100,22.83,59.7,27.73,61.38
1718037000,22.81,57.21,27.85,59.25
1718037900,22.57,60.4,27.3,61.88
1718038800,22.45,56.8,27.2,61.0
1718039700,22.45,57.51,27.2,61.25
1718040600,22.26,56.68,27.0,58.75
1718041500,22.08,55.36,26.23,57.13
1718042400,21.74,59.15,25.9,58.75
1718043300,21.63,55.38,25.05,60.13
1718044200,21.33,59.29,24.3,63.25
1718045100,21.31,53.61,23.65,66.63
1718046000,20.97,60.43,23.05,66.75
1718046900,20.98,56.44,22.65,67.25
1718047800,20.68,57.55,22.5,66.25
1718048700,20.65,56.09,22.2,67.13
1718049600,20.36,57.61,21.95,67.75
1718050500,20.35,56.25,21.8,67.5
1718051400,20.11,57.45,21.6,68.25
1718052300,20.15,56.2,21.35,69.13
1718053200,19.92,57.5,21.25,69.75
1718054100,19.99,56.09,20.85,71.88
1718055000,19.79,57.47,20.5,72.75
1718055900,19.88,55.96,20.3,73.88
1718056800,19.65,57.27,20.35,73.75
1718057700,19.76,56.13,20.05,75.75
1718058600,19.59,57.3,20.05,75.75
1718059500,19.7,56.22,19.95,76.38
1718060400,19.51,57.34,19.7,78.25
1718061300,19.63,55.96,19.4,80.0
1718062200,19.43,57.17,19.1,81.25
1718063100,19.55,56.01,19.1,81.5
1718064000,19.34,57.31,19.5,79.25
1718064900,19.49,54.36,19.7,79.38
1718065800,19.35,57.32,19.8,79.5
1718066700,19.51,54.48,19.75,80.38
1718067600,19.37,57.98,19.7,80.5
1718068500,19.49,54.42,19.55,81.38
1718069400,19.35,57.99,19.6,81.5
1718070300,19.47,54.27,19.63,78.88
1718071200,19.28,58.38,19.65,77.0
1718072100,19.37,54.11,19.9,76.5
1718073000,19.26,58.27,19.8,78.25
1718073900,19.39,54.13,19.75,78.75
1718074800,19.31,58.48,19.7,79.25
1718075700,19.43,54.12,19.58,80.13
1718076600,19.35,58.19,19.5,78.25
1718077500,19.44,54.11,19.5,76.75
1718078400,19.29,58.24,19.5,75.75
1718079300,19.37,53.94,19.43,78.38
1718080200,19.28,58.41,19.55,76.75
1718081100,19.39,53.99,19.55,78.75
1718082000,19.38,56.58,19.65,80.0
1718082900,19.47,55.66,19.93,80.0
1718083800,19.65,56.53,20.3,80.75
1718084700,19.74,55.5,20.73,82.88
1718085600,20.0,54.45,20.95,82.5
1718086500,19.96,58.46,21.28,80.5
1718087400,20.35,54.22,21.7,79.0
1718088300,20.11,58.32,21.18,79.63
1718089200,20.31,52.67,20.85,82.75
1718090100,19.99,59.57,20.98,85.0
1718091000,20.34,52.55,20.95,84.5
1718091900,20.0,59.61,20.5,84.63
1718092800,20.13,58.82,20.1,86.75
1718093700,19.86,57.26,19.6,89.5
1718094600,20.02,55.56,19.4,92.0
1718095500,19.8,57.13,19.45,92.75
1718096400,19.99,55.58,19.45,92.25
1718097300,19.72,58.58,19.1,93.38
1718098200,19.94,56.96,19.15,94.0
1718099100,19.8,59.55,19.08,93.88
1718100000,20.06,57.11,19.15,93.5
1718100900,19.95,59.39,19.75,93.63
1718101800,20.44,57.23,20.55,91.75
1718102700,20.51,59.52,20.8,88.88
1718103600,20.8,57.02,21.1,88.25
1718104500,20.77,59.28,21.48,86.13
1718105400,21.22,54.62,21.85,85.5
1718106300,20.96,59.21,22.1,82.88
1718107200,21.32,57.0,22.9,82.25
1718108100,21.15,59.13,23.18,79.0
1718109000,21.45,56.9,23.95,75.5
1718109900,21.14,58.97,24.15,74.38
1718110800,21.59,55.42,24.55,73.25
1718111700,21.39,59.39,24.95,71.25
1718112600,21.78,55.13,25.05,69.25
1718113500,21.36,59.16,24.55,68.13
1718114400,21.92,53.46,25.1,67.5
1718115300,21.69,58.97,25.5,65.63
1718116200,22.13,54.78,25.7,64.25
1718117100,22.05,59.19,26.1,63.5
1718118000,22.12,54.4,25.75,62.25
1718118900,21.91,58.79,25.85,59.63
1718119800,21.95,54.19,26.05,57.0
1718120700,21.73,58.83,25.7,59.25
1718121600,21.74,53.8,25.55,59.5
1718122500,21.33,61.34,25.3,57.75
1718123400,21.42,53.99,25.25,59.25
1718124300,21.11,58.71,24.85,59.38
1718125200,21.06,53.72,24.25,61.0
1718126100,20.79,58.45,24.1,61.13
1718127000,20.73,56.45,23.7,62.25
1718127900,20.59,56.67,23.08,64.75
1718128800,20.3,55.8,22.7,66.75
1718129700,20.3,56.84,21.93,69.75
1718130600,20.02,55.56,20.95,73.0
1718131500,20.01,54.67,20.2,75.63
1718132400,19.71,58.26,19.65,76.75
1718133300,19.71,54.8,19.3,78.5
1718134200,19.47,58.31,19.05,80.25
1718135100,19.53,52.84,18.73,81.75
1718136000,19.29,59.71,18.5,83.25
1718136900,19.39,53.02,18.28,84.25
1718137800,19.17,59.7,18.1,85.0
1718138700,19.3,55.17,17.83,86.13
1718139600,19.04,57.2,17.8,86.25
1718140500,19.2,54.98,17.55,87.25
1718141400,18.94,57.04,17.3,88.0
1718142300,19.1,55.04,17.2,88.88
1718143200,18.87,57.05,17.2,89.25
1718144100,19.0,57.3,17.23,90.75
1718145000,18.85,55.4,17.55,91.0
1718145900,19.01,54.95,17.6,88.5
1718146800,18.8,57.16,17.7,88.0
1718147700,19.02,55.08,17.7,85.63
1718148600,18.79,56.86,18.1,83.0
1718149500,19.0,55.0,17.85,84.88
1718150400,18.74,56.84,17.6,86.0
1718151300,18.94,55.0,17.4,87.0
1718152200,18.67,57.05,17.15,88.5
1718153100,18.86,54.86,17.08,90.38
1718154000,18.63,56.89,16.95,91.0
1718154900,18.81,53.55,17.05,90.75
1718155800,18.59,56.76,16.9,91.25
1718156700,18.72,53.55,16.58,93.0
1718157600,18.56,57.38,16.7,94.75
1718158500,18.71,53.56,16.8,95.0
1718159400,18.56,57.43,16.7,95.25
1718160300,18.58,52.09,16.43,94.75
1718161200,18.38,57.24,16.15,95.25
1718162100,18.41,53.55,16.13,96.25
1718163000,18.21,57.9,16.1,96.0
1718163900,18.29,53.17,16.1,96.38
1718164800,18.21,58.0,16.3,97.0
1718165700,18.35,53.34,16.53,96.25
1718166600,18.39,57.76,17.0,95.5
1718167500,18.51,53.05,17.2,94.63
1718168400,18.51,57.86,17.6,93.5
1718169300,18.66,53.09,18.03,91.63
1718170200,18.72,57.79,18.65,89.5
1718171100,18.92,53.28,19.5,86.0
1718172000,18.97,57.53,19.9,82.0
1718172900,19.12,55.04,20.53,80.25
1718173800,19.34,56.01,20.35,80.5
1718174700,19.32,54.94,20.55,80.5
1718175600,19.79,55.96,21.5,75.75
1718176500,19.99,54.73,22.05,69.25
1718177400,20.58,53.62,22.7,69.25
1718178300,20.46,57.25,23.33,63.25
1718179200,21.22,53.47,24.05,62.0
1718180100,21.02,57.07,24.7,61.63
1718181000,22.04,51.15,25.55,58.75
1718181900,21.61,58.44,25.8,59.5
1718182800,22.53,50.79,25.75,56.75
1718183700,21.71,58.19,25.43,59.25
1718184600,22.06,53.39,24.95,58.5
1718185500,21.67,55.43,24.33,68.88
1718186400,21.86,53.46,22.7,78.25
1718187300,21.66,55.55,22.63,75.38
1718188200,21.91,53.24,23.05,68.25
1718189100,21.86,55.24,23.8,68.88
1718190000,22.12,52.89,24.45,59.5
1718190900,22.04,55.16,24.4,63.25
1718191800,22.06,53.13,25.3,62.25
1718192700,22.07,55.07,26.28,56.63
1718193600,22.21,52.94,26.55,54.5
1718194500,22.16,54.85,26.75,55.5
1718195400,22.34,52.41,27.05,52.0
1718196300,22.37,54.63,27.87,49.33
1718197200,22.63,52.4,27.5,50.0
1718198100,22.51,54.41,27.55,52.25
1718199000,22.71,52.3,28.5,50.25
1718199900,22.79,54.09,28.98,46.88
1718200800,23.33,50.82,29.1,49.25
1718201700,22.51,54.47,26.5,57.5
1718202600,22.61,50.88,26.05,57.75
1718203500,22.0,54.53,25.3,60.13
1718204400,21.95,50.78,23.45,65.25
1718205300,21.3,54.34,23.3,63.38
1718206200,21.6,50.53,23.85,65.5
1718207100,21.23,54.35,22.78,69.63
1718208000,20.79,53.27,20.7,81.25
1718208900,20.36,58.67,19.7,85.63
1718209800,20.44,53.67,19.95,84.75
1718210700,20.22,58.94,19.45,84.5
1718211600,20.18,53.79,19.25,82.75
1718212500,19.94,59.06,19.43,82.13
1718213400,19.93,53.67,19.7,80.0
1718214300,19.77,58.77,19.45,80.63
1718215200,19.74,53.77,18.95,80.75
1718216100,19.53,58.54,18.58,82.0
1718217000,19.41,55.28,18.2,82.75
1718217900,19.36,57.17,17.83,83.5
1718218800,19.19,55.11,17.6,83.5
1718219700,19.16,56.9,17.43,83.75
1718220600,19.02,55.18,17.35,84.0
1718221500,19.01,56.87,17.45,82.38
1718222400,18.89,54.78,17.3,81.5
1718223300,18.87,54.95,17.28,80.13
1718224200,18.67,57.48,17.1,79.75
1718225100,18.79,53.01,16.93,81.25
1718226000,18.46,60.83,17.0,82.5
1718226900,18.63,54.5,16.73,87.25
1718227800,18.35,61.09,16.35,90.5
1718228700,18.5,57.05,15.83,91.38
1718229600,18.25,61.44,15.5,91.75
1718230500,18.42,59.15,15.38,92.25
1718231400,18.05,59.52,15.15,91.75
1718232300,18.26,59.11,14.93,92.38
1718233200,17.9,59.44,14.85,92.75
1718234100,18.2,60.77,15.03,92.75
1718235000,17.89,59.41,15.05,93.5
1718235900,18.23,57.1,15.18,93.5
1718236800,17.88,59.43,15.15,93.75
1718237700,18.15,59.29,15.15,93.5
1718238600,17.85,59.25,15.0,93.25
1718239500,18.1,59.03,14.83,93.83
1718240400,17.75,59.27,14.55,94.25
1718241300,17.98,59.06,14.53,94.5
1718242200,17.67,59.09,14.6,94.75
1718243100,17.92,58.77,14.73,93.88
1718244000,17.66,58.94,14.75,93.25
1718244900,17.88,58.92,14.7,93.5
1718245800,17.59,59.11,14.65,93.5
1718246700,17.74,57.05,14.45,94.5
1718247600,17.56,60.07,14.35,95.5
1718248500,17.67,57.18,14.35,95.63
1718249400,17.53,59.99,14.3,96.25
1718250300,17.64,57.09,14.35,96.5
1718251200,17.48,61.07,14.55,96.5
1718252100,17.68,57.18,14.68,96.38
1718253000,17.59,59.8,14.75,95.75
1718253900,17.75,56.94,14.93,95.63
1718254800,17.68,60.85,15.15,94.0
1718255700,17.77,55.72,15.23,92.5
1718256600,17.7,60.89,15.4,92.5
1718257500,17.85,55.85,15.68,92.25
1718258400,17.83,60.67,15.9,90.5
1718259300,17.97,55.46,16.0,89.75
1718260200,17.92,60.57,16.4,87.75
1718261100,18.08,55.37,16.55,84.75
1718262000,18.04,60.42,16.9,86.25
1718262900,18.05,60.11,16.8,82.0
1718263800,18.1,59.12,16.9,80.25
1718264700,18.03,56.94,17.35,79.88
1718265600,18.4,58.81,18.2,76.0
1718266500,18.38,56.7,18.3,76.25
1718267400,18.7,56.91,18.7,74.0
1718268300,18.57,58.91,19.08,74.25
1718269200,19.04,56.73,19.6,71.75
1718270100,18.95,58.68,20.1,70.38
1718271000,19.48,54.71,20.0,68.0
1718271900,19.16,60.19,20.05,71.63
1718272800,19.69,54.5,20.6,74.75
1718273700,19.44,60.18,21.0,68.5
1718274600,19.95,54.41,20.95,67.5
1718275500,19.51,60.18,20.63,68.63
1718276400,19.91,56.64,20.6,68.75
1718277300,19.56,57.23,20.4,71.13
1718278200,19.86,56.64,21.25,65.25
1718279100,19.61,57.22,22.03,57.13
1718280000,19.86,56.37,22.95,58.25
1718280900,19.42,58.35,23.35,54.25
1718281800,19.96,56.38,23.6,54.75
1718282700,20.01,56.88,23.83,52.5
1718283600,20.49,55.88,24.2,52.5
1718284500,20.72,56.53,24.5,50.63
1718285400,21.2,53.51,25.05,49.25
1718286300,21.24,56.5,25.78,48.75
1718287200,21.59,55.46,26.05,48.5
1718288100,21.67,56.12,26.33,48.38
1718289000,21.91,55.19,26.6,45.75
1718289900,21.91,55.95,26.45,44.75
1718290800,22.19,55.23,26.6,44.0
1718291700,21.99,55.64,27.3,44.13
1718292600,22.32,53.36,27.7,43.25
1718293500,21.67,56.27,27.75,45.13
1718294400,22.02,53.39,28.0,42.5
1718295300,21.41,56.3,28.25,41.88
1718296200,21.75,53.48,28.4,42.25
1718297100,21.13,56.2,28.5,40.75
1718298000,21.48,53.29,28.25,40.0
1718298900,20.82,56.02,27.88,44.5
1718299800,21.1,52.97,27.6,45.75
1718300700,20.56,57.04,27.05,45.13
1718301600,20.64,52.32,26.85,46.0
1718302500,20.24,57.14,26.37,50.0
1718303400,20.33,52.28,24.95,58.75
1718304300,19.84,57.05,23.38,61.38
1718305200,19.84,52.16,21.8,62.0
1718306100,19.3,56.87,20.7,68.13
1718307000,19.35,52.35,19.75,70.75
1718307900,18.86,56.93,18.88,72.63
1718308800,18.78,53.76,18.25,73.75
1718309700,18.7,55.75,17.68,76.88
1718310600,18.51,53.71,17.2,80.5
1718311500,18.44,55.56,16.75,84.25
1718312400,18.32,53.71,16.45,83.25
1718313300,18.33,53.76,16.6,83.38
1718314200,18.14,56.48,16.5,85.0
1718315100,18.25,53.66,16.3,86.25
1718316000,18.04,56.33,16.1,87.75
1718316900,18.2,51.46,15.85,88.88
1718317800,17.89,57.94,15.75,89.5
1718318700,18.09,51.37,15.43,91.13
1718319600,17.78,57.92,15.25,92.0
1718320500,17.98,51.54,15.08,93.0
1718321400,17.65,58.11,14.8,93.25
1718322300,17.89,53.99,14.8,95.25
1718323200,17.52,55.36,14.7,96.0
1718324100,17.8,53.88,14.77,96.0
1718325000,17.54,55.22,14.85,95.75
1718325900,17.82,54.1,14.78,95.5
1718326800,17.51,55.12,14.7,95.5
1718327700,17.75,54.01,14.5,95.5
1718328600,17.45,57.95,14.45,95.5
1718329500,17.66,54.01,14.35,95.0
1718330400,17.32,55.17,14.4,94.5
1718331300,17.55,53.99,13.95,95.38
1718332200,17.17,55.05,13.75,96.25
1718333100,17.41,53.73,13.6,96.63
1718334000,17.01,55.13,13.45,96.5
1718334900,17.25,53.87,13.33,96.88
1718335800,16.84,55.0,13.35,97.75
1718336700,17.02,52.75,13.48,97.13
1718337600,16.84,55.15,13.6,97.0
1718338500,17.06,52.78,13.7,97.0
1718339400,17.0,55.59,14.0,97.25
1718340300,17.15,52.52,14.5,96.38
1718341200,17.15,55.44,14.7,96.0
1718342100,17.33,52.36,15.58,93.75
1718343000,17.39,55.47,16.4,91.5
1718343900,17.61,52.39,17.45,88.5
1718344800,17.73,53.96,18.3,85.5
1718345700,18.04,52.7,19.8,79.25
1718346600,18.26,56.34,21.3,73.75
1718347500,18.87,51.74,22.08,70.13
1718348400,19.03,56.19,22.1,70.0
1718349300,19.36,51.41,21.98,69.13
1718350200,19.26,56.22,22.0,69.0
1718351100,19.54,51.28,22.28,69.38
1718352000,19.85,55.92,23.35,65.75
1718352900,20.23,52.38,24.0,62.63
1718353800,20.62,54.19,24.1,60.25
1718354700,20.54,52.28,24.28,62.0
1718355600,20.75,54.21,24.3,61.25
1718356500,20.68,52.24,24.53,59.13
1718357400,20.99,53.83,24.85,57.75
1718358300,20.91,52.03,24.78,58.0
1718359200,21.36,51.82,25.5,56.0
1718360100,21.03,54.82,25.88,54.0
1718361000,21.84,49.15,26.4,49.75
1718361900,21.27,56.33,26.53,51.25
1718362800,22.0,49.19,27.1,52.25
1718363700,21.41,55.92,27.18,51.0
1718364600,22.07,48.78,27.1,46.5
1718365500,21.39,55.98,26.65,47.38
1718366400,21.93,48.78,26.65,48.0
1718367300,21.38,55.69,27.28,46.5
1718368200,21.87,50.96,27.7,47.5
1718369100,21.88,52.67,28.15,44.75
1718370000,22.26,50.53,28.1,41.25
1718370900,22.31,52.39,28.28,41.38
1718371800,22.37,50.18,27.75,41.5
1718372700,22.31,52.06,28.08,39.75
1718373600,22.2,49.58,27.6,41.75
1718374500,22.16,51.71,28.15,39.88
1718375400,22.09,49.67,27.55,40.5
1718376300,22.08,51.69,28.3,39.83
1718377200,22.27,49.24,28.4,38.25
1718378100,22.21,51.41,28.05,41.63
1718379000,22.04,49.07,27.55,43.5
1718379900,21.95,51.16,27.8,42.63
1718380800,21.7,51.94,27.9,42.5
1718381700,21.72,50.85,27.4,41.5
1718382600,21.64,48.28,26.75,44.0
1718383500,21.23,50.96,26.95,46.38
1718384400,21.39,47.95,26.45,47.0
1718385300,20.92,50.94,26.0,49.0
1718386200,21.08,47.75,25.65,50.75
1718387100,20.66,50.73,25.15,53.5
1718388000,20.86,47.63,24.65,56.25
1718388900,20.47,50.47,23.93,59.38
1718389800,20.62,47.98,22.95,63.25
1718390700,20.13,50.79,21.95,65.75
1718391600,20.26,47.55,21.15,67.5
1718392500,19.8,51.82,20.48,70.13
1718393400,19.85,47.0,19.9,72.5
1718394300,19.47,51.77,19.5,73.63
1718395200,19.56,47.13,19.1,75.75
1718396100,19.19,51.87,18.6,77.38
1718397000,19.27,47.16,18.2,79.25
1718397900,18.96,51.81,17.95,80.13
1718398800,18.92,48.58,17.75,81.0
1718399700,18.87,50.41,17.68,81.25
1718400600,18.73,48.65,17.45,82.5
1718401500,18.68,50.21,17.4,82.75
1718402400,18.59,48.67,17.35,82.75
1718403300,18.64,46.05,17.08,83.75
1718404200,18.37,52.01,16.75,84.75
1718405100,18.41,48.14,16.58,84.63
1718406000,18.19,51.96,16.55,84.5
1718406900,18.29,45.98,16.25,86.0
1718407800,18.01,53.33,16.15,86.25
1718408700,18.15,46.15,15.98,88.13
1718409600,17.89,53.16,15.85,89.25
1718410500,18.04,45.99,15.88,87.63
1718411400,17.83,53.37,16.0,87.5
1718412300,17.99,46.11,15.88,87.38
1718413200,17.79,53.09,15.85,88.25
1718414100,18.0,48.31,15.75,88.13
1718415000,17.71,50.71,15.6,89.75
1718415900,17.92,48.36,15.38,90.75
1718416800,17.59,50.66,15.05,91.75
1718417700,17.78,48.08,14.85,92.88
1718418600,17.45,50.67,14.65,93.25
1718419500,17.67,48.44,14.65,93.63
1718420400,17.35,50.55,14.65,93.5
1718421300,17.58,48.62,14.53,93.33
1718422200,17.27,50.7,14.5,93.75
1718423100,17.52,48.33,14.53,94.13
1718424000,17.24,50.74,14.65,94.75
1718424900,17.52,48.27,15.03,94.0
1718425800,17.33,50.55,15.55,92.5
1718426700,17.64,48.45,16.38,91.13
1718427600,17.6,50.62,17.25,85.0
1718428500,17.88,47.86,18.38,82.63
1718429400,18.14,50.72,19.55,75.75
1718430300,18.36,47.61,19.68,75.25
1718431200,18.44,50.42,20.0,73.75
1718432100,18.64,47.45,20.45,75.13
1718433000,18.79,50.42,21.15,72.0
1718433900,19.08,47.24,21.63,72.0
1718434800,19.31,50.24,22.6,68.0
1718435700,19.93,47.16,24.08,62.75
1718436600,20.22,50.01,24.85,58.5
1718437500,20.81,47.01,25.38,57.13
1718438400,20.97,50.63,25.95,60.0
1718439300,21.46,45.68,26.3,56.88
1718440200,21.59,49.9,26.55,57.5
1718441100,22.15,45.68,26.78,57.13
1718442000,22.14,49.47,27.0,55.75
1718442900,22.34,46.68,27.25,54.88
1718443800,22.8,47.66,27.5,53.25
1718444700,22.59,45.97,27.55,54.25
1718445600,22.71,47.53,27.95,50.75
1718446500,22.68,46.03,28.08,49.38
1718447400,22.73,47.37,28.5,46.75
1718448300,22.75,45.46,28.55,47.25
1718449200,22.98,44.64,28.45,47.25
1718450100,22.36,48.9,28.55,45.63
1718451000,22.78,43.84,28.95,47.5
1718451900,22.24,48.56,28.6,48.33
1718452800,22.77,42.54,28.75,47.25
1718453700,22.05,48.77,28.7,47.0
1718454600,22.58,42.61,29.0,49.0
1718455500,22.09,48.52,29.03,46.0
1718456400,22.73,42.21,29.45,48.25
1718457300,22.34,47.85,30.13,43.75
1718458200,22.98,41.8,30.2,44.25
1718459100,22.35,47.66,30.33,42.13
1718460000,22.9,43.71,30.85,44.0
1718460900,23.16,44.86,31.1,43.25
1718461800,23.06,43.27,30.8,42.75
1718462700,23.13,44.61,31.1,43.25
1718463600,23.11,43.35,31.8,40.25
1718464500,23.28,44.31,31.93,40.75
1718465400,23.06,42.99,31.8,42.0
1718466300,23.1,43.85,32.08,41.5
1718467200,22.95,42.73,31.75,38.25
1718468100,22.88,43.8,31.4,36.63
1718469000,22.72,42.44,30.45,39.75
1718469900,22.48,43.63,30.15,45.38
1718470800,22.4,42.34,29.9,45.5
1718471700,22.11,43.66,29.0,46.13
1718472600,22.08,42.49,29.25,48.0
1718473500,21.95,43.64,28.98,44.88
1718474400,22.05,41.85,28.3,45.75
1718475300,21.54,44.03,27.93,52.25
1718476200,21.71,41.62,26.65,56.5
1718477100,21.14,44.18,25.5,60.25
1718478000,21.26,41.72,24.5,67.75
1718478900,20.81,44.08,23.63,71.0
1718479800,21.04,41.59,23.4,64.0
1718480700,20.61,44.16,23.13,64.13
1718481600,20.73,41.69,22.25,72.0
1718482500,20.26,44.02,21.6,72.13
1718483400,20.37,41.98,21.35,73.75
1718484300,19.99,44.82,21.05,75.38
1718485200,20.09,41.39,20.45,78.75
1718486100,19.74,44.58,20.2,79.25
1718487000,19.86,41.51,19.9,82.25
1718487900,19.55,44.67,19.83,81.0
1718488800,19.56,42.48,19.6,82.75
1718489700,19.47,43.64,19.28,83.88
1718490600,19.37,42.69,18.75,86.25
1718491500,19.27,43.77,18.55,87.25
1718492400,19.22,42.5,18.3,88.75
1718493300,19.14,44.11,18.23,89.0
1718494200,19.1,42.65,17.9,89.25
1718495100,19.06,41.21,17.8,90.0
1718496000,18.9,46.04,17.55,90.0
1718496900,18.95,40.73,17.28,90.88
1718497800,18.67,46.22,17.1,91.75
1718498700,18.8,41.0,16.98,93.13
1718499600,18.55,46.12,16.8,94.75
1718500500,18.7,40.85,16.7,95.5
1718501400,18.48,45.86,16.7,95.0
1718502300,18.61,40.79,16.63,95.13
1718503200,18.38,46.14,16.5,95.0
1718504100,18.49,40.9,16.38,94.25
1718505000,18.23,46.36,16.25,93.75
1718505900,18.44,43.04,16.18,95.38
1718506800,18.18,43.92,16.2,95.5
1718507700,18.36,42.9,16.08,95.0
1718508600,18.08,44.21,15.9,95.5
1718509500,18.29,43.1,15.98,96.63
1718510400,18.04,43.95,16.05,97.25
1718511300,18.29,42.72,16.3,96.88
1718512200,18.18,43.95,16.75,96.5
1718513100,18.49,43.0,17.35,93.13
1718514000,18.45,43.82,17.7,89.5
1718514900,18.72,42.74,18.2,88.0
1718515800,18.66,44.14,18.4,86.5
1718516700,18.87,42.67,18.75,84.25
1718517600,18.79,43.82,19.0,85.0
1718518500,19.05,41.75,19.33,82.75
1718519400,19.0,44.28,19.6,80.75
1718520300,19.35,41.7,20.85,77.5
1718521200,19.6,44.06,21.5,73.5
1718522100,20.13,41.66,22.98,68.0
1718523000,20.2,43.85,23.8,64.25
1718523900,20.76,41.37,24.18,64.75
1718524800,20.64,43.48,24.75,62.0
1718525700,21.36,41.08,25.33,61.75
1718526600,21.08,43.46,25.75,58.0
1718527500,21.68,40.76,26.03,55.75
1718528400,21.27,43.08,26.35,53.5
1718529300,21.34,43.42,25.95,50.88
1718530200,21.08,45.83,26.75,49.0
1718531100,22.08,38.23,26.95,49.38
1718532000,21.37,45.17,27.6,49.25
1718532900,22.29,39.84,28.25,48.0
1718533800,22.16,42.9,28.3,45.25
1718534700,22.16,40.54,28.05,47.75
1718535600,22.3,41.63,28.3,46.25
1718536500,22.14,40.87,28.3,44.75
1718537400,22.22,41.63,28.3,47.75
1718538300,22.18,40.11,28.53,44.13
1718539200,22.35,41.31,28.55,45.0
1718540100,22.44,39.98,28.83,44.88
1718541000,22.88,38.1,29.25,42.5
1718541900,22.75,43.75,29.18,44.0
1718542800,23.59,37.96,29.45,42.5
1718543700,23.01,43.96,29.68,41.5
1718544600,23.99,37.53,29.9,42.5
1718545500,23.55,42.35,30.33,40.38
1718546400,24.28,37.44,30.7,39.75
1718547300,23.86,42.18,30.45,39.5
1718548200,24.39,37.34,30.85,37.75
1718549100,23.93,41.94,30.83,39.63
1718550000,24.31,37.24,30.95,38.75
